species,family,length_cm,length_ref,mass_grams,phylo_distance_diet_model_my,venom_yield_mg,venom_yield_ref,environment,Env_refs,dimensions,constriction,ld50_mg,species,ld50_error,Error_type,ld50_method,ld50_model_class,ld50_model,ld50_ref,fishes,inverts,amphibians,reptiles,birds,eggs,mammals,egg.bin,diet_refs,prey_size_g,max_prey_g
Naja_nivea,Elapidae,187,"Phelps, T. ""Observations of the Cape cobra, Naja nivea (Serpentes: Elapidae) in the DeHoop Nature Reserve, Western Cape Province, South Africa"". Herpetological Bulletin. Cape Reptile Institute. Retrieved 19 January 2012.",1138,234.0170496,125,"Minton S.A. (1974) Venom Diseases. Ed. Thomas C.C., Springfield, Illinois.",terrestrial,"spawls, S., Branch, B. & Branch, W. R. The dangerous snakes of Africa: natural history, species directory, venoms, and snakebite.  (Ralph Curtis Pub, 1995). ",1,no,0.72,Naja_nivea,,,sc,mammal,Mus_musculus,Handbook of Natural Toxins: Reptile Venoms and Toxins,0,0,21,32,4,0,43,no,"Shine, R., Branch, W.R., Webb, J.K., Harlow, P.S., Shine, T. and Keogh, J.S., 2007. Ecology of cobras from southern Africa. Journal of Zoology, 272(2), pp.183-193.; Phelps, T., 2007. Observations of the Cape cobra, Naja nivea (Serpentes: Elapidae) in the DeHoop Nature Reserve, Western Cape Province, South Africa. Herpetological bulletin, (99), pp.29-35.",166.69,743.3
Naja_nivea,Elapidae,187,"Phelps, T. ""Observations of the Cape cobra, Naja nivea (Serpentes: Elapidae) in the DeHoop Nature Reserve, Western Cape Province, South Africa"". Herpetological Bulletin. Cape Reptile Institute. Retrieved 19 January 2012.",1138,234.0170496,125,"Minton S.A. (1974) Venom Diseases. Ed. Thomas C.C., Springfield, Illinois.",terrestrial,"spawls, S., Branch, B. & Branch, W. R. The dangerous snakes of Africa: natural history, species directory, venoms, and snakebite.  (Ralph Curtis Pub, 1995). ",1,no,0.57,Naja_nivea,,,iv,mammal,Mus_musculus,Handbook of Natural Toxins: Reptile Venoms and Toxins,0,0,21,32,4,0,43,no,"Shine, R., Branch, W.R., Webb, J.K., Harlow, P.S., Shine, T. and Keogh, J.S., 2007. Ecology of cobras from southern Africa. Journal of Zoology, 272(2), pp.183-193.; Phelps, T., 2007. Observations of the Cape cobra, Naja nivea (Serpentes: Elapidae) in the DeHoop Nature Reserve, Western Cape Province, South Africa. Herpetological bulletin, (99), pp.29-35.",166.69,743.3
Naja_nivea,Elapidae,187,"Phelps, T. ""Observations of the Cape cobra, Naja nivea (Serpentes: Elapidae) in the DeHoop Nature Reserve, Western Cape Province, South Africa"". Herpetological Bulletin. Cape Reptile Institute. Retrieved 19 January 2012.",1138,228.3861292,125,"Minton S.A. (1974) Venom Diseases. Ed. Thomas C.C., Springfield, Illinois.",terrestrial,"spawls, S., Branch, B. & Branch, W. R. The dangerous snakes of Africa: natural history, species directory, venoms, and snakebite.  (Ralph Curtis Pub, 1995). ",1,no,0.75,Naja_nivea,,,sc,mammal,Rattus_norvegicus,Handbook of Natural Toxins: Reptile Venoms and Toxins,0,0,21,32,4,0,43,no,"Shine, R., Branch, W.R., Webb, J.K., Harlow, P.S., Shine, T. and Keogh, J.S., 2007. Ecology of cobras from southern Africa. Journal of Zoology, 272(2), pp.183-193.; Phelps, T., 2007. Observations of the Cape cobra, Naja nivea (Serpentes: Elapidae) in the DeHoop Nature Reserve, Western Cape Province, South Africa. Herpetological bulletin, (99), pp.29-35.",166.69,743.3
Naja_nivea,Elapidae,187,"Phelps, T. ""Observations of the Cape cobra, Naja nivea (Serpentes: Elapidae) in the DeHoop Nature Reserve, Western Cape Province, South Africa"". Herpetological Bulletin. Cape Reptile Institute. Retrieved 19 January 2012.",1138,272.6605266,125,"Minton S.A. (1974) Venom Diseases. Ed. Thomas C.C., Springfield, Illinois.",terrestrial,"spawls, S., Branch, B. & Branch, W. R. The dangerous snakes of Africa: natural history, species directory, venoms, and snakebite.  (Ralph Curtis Pub, 1995). ",1,no,0.33,Naja_nivea,,,sc,mammal,Oryctolagus_cuniculus,Handbook of Natural Toxins: Reptile Venoms and Toxins,0,0,21,32,4,0,43,no,"Shine, R., Branch, W.R., Webb, J.K., Harlow, P.S., Shine, T. and Keogh, J.S., 2007. Ecology of cobras from southern Africa. Journal of Zoology, 272(2), pp.183-193.; Phelps, T., 2007. Observations of the Cape cobra, Naja nivea (Serpentes: Elapidae) in the DeHoop Nature Reserve, Western Cape Province, South Africa. Herpetological bulletin, (99), pp.29-35.",166.69,743.3
Natrix_tessellata,Natricidae,100,"Boback, S. M. & Guyer, C. A test of reproductive power in snakes. Ecology 89, 1428-1435 (2008)",132,417.1275934,2,"Weinstein, S.A. and Kardong, K.V., 1994. Properties of Duvernoy's secretions from opisthoglyphous and aglyphous colubrid snakes. Toxicon, 32(10), pp.1161-1185.",aquatic,"de Queiroz, A. & Rodr身uez_Robles, J. A. Historical contingency and animal diets: the origins of egg eating in snakes. The American Naturalist 167, 684-694 (2006).",3,no,25,Natrix_tessellata,,,iv,mammal,Mus_musculus,"Mackessy, S.P., 2002. Biochemistry and pharmacology of colubrid snake venoms. Journal of Toxicology: Toxin Reviews, 21(1-2), pp.43-83.",96.9,0,3.1,0,0,0,0,no,"Luiselli, L., Capizzi, D., Filippi, E., Anibaldi, C., Rugiero, L. and Capula, M., 2007. Comparative diets of three populations of an aquatic snake (Natrix tessellata, Colubridae) from Mediterranean streams with different hydric regimes. Copeia, 2007(2), pp.426-435.",70.21,353.3
Ophiophagus_hannah,Elapidae,585,"Boback, S. M. & Guyer, C. A test of reproductive power in snakes. Ecology 89, 1428-1435 (2008)",17723,158.175,316,"Broad, A. J., Sutherland, S. K., Coulter, A.R. (1979). The lethality in mice of dangerous Australian and other snake venoms. Toxicon (17). 664-667. 11. ; Minton S.A. (1974) Venom Diseases. Ed. Thomas C.C., Springfield, Illinois; Gopalakrishnakone, P. and Chou, L.M., 1990. Snakes of medical importance (Asia-Pacific region). National University of Singapore.",terrestrial,"O'Shea, M. Venomous snakes of the world.  (New Holland Publishers, 2008). ",1,no,1.8,Ophiophagus_hannah,1.5-2.18,95_confidence_interval,sc,mammal,Mus_musculus,"Broad, A. J., Sutherland, S. K., Coulter, A.R. (1979). The lethality in mice of dangerous Australian and other snake venoms. Toxicon (17). 664-667. 11.",0,0,0,100,0,0,0,no,Herpetological Review 42(2) 2011,NA,NA
Ophiophagus_hannah,Elapidae,585,"Boback, S. M. & Guyer, C. A test of reproductive power in snakes. Ecology 89, 1428-1435 (2008)",17723,158.175,316,"Broad, A. J., Sutherland, S. K., Coulter, A.R. (1979). The lethality in mice of dangerous Australian and other snake venoms. Toxicon (17). 664-667. 11. ; Minton S.A. (1974) Venom Diseases. Ed. Thomas C.C., Springfield, Illinois; Gopalakrishnakone, P. and Chou, L.M., 1990. Snakes of medical importance (Asia-Pacific region). National University of Singapore.",terrestrial,"O'Shea, M. Venomous snakes of the world.  (New Holland Publishers, 2008). ",1,no,1.1,Ophiophagus_hannah,,,ip,mammal,Mus_musculus,"Danpaiboon, W., Reamtong, O., Sookrung, N., Seesuay, W., Sakolvaree, Y., Thanongsaksrikul, J., Dong-din-on, F., Srimanote, P., Thueng-in, K. and Chaicumpa, W., 2014. Ophiophagus hannah venom: proteome, components bound by Naja kaouthia antivenin and neutralization by N. kaouthia neurotoxin-specific human ScFv. Toxins, 6(5), pp.1526-1558.",0,0,0,100,0,0,0,no,Herpetological Review 42(2) 2011,NA,NA
Ophiophagus_hannah,Elapidae,585,"Boback, S. M. & Guyer, C. A test of reproductive power in snakes. Ecology 89, 1428-1435 (2008)",17723,158.175,316,"Broad, A. J., Sutherland, S. K., Coulter, A.R. (1979). The lethality in mice of dangerous Australian and other snake venoms. Toxicon (17). 664-667. 11. ; Minton S.A. (1974) Venom Diseases. Ed. Thomas C.C., Springfield, Illinois; Gopalakrishnakone, P. and Chou, L.M., 1990. Snakes of medical importance (Asia-Pacific region). National University of Singapore.",terrestrial,"O'Shea, M. Venomous snakes of the world.  (New Holland Publishers, 2008). ",1,no,0.59,Ophiophagus_hannah,,,im,mammal,Mus_musculus,"Danpaiboon, W., Reamtong, O., Sookrung, N., Seesuay, W., Sakolvaree, Y., Thanongsaksrikul, J., Dong-din-on, F., Srimanote, P., Thueng-in, K. and Chaicumpa, W., 2014. Ophiophagus hannah venom: proteome, components bound by Naja kaouthia antivenin and neutralization by N. kaouthia neurotoxin-specific human ScFv. Toxins, 6(5), pp.1526-1558.",0,0,0,100,0,0,0,no,Herpetological Review 42(2) 2011,NA,NA
Oxyuranus_microlepidotus,Elapidae,250,"Boback, S. M. & Guyer, C. A test of reproductive power in snakes. Ecology 89, 1428-1435 (2008)",2290,133.1160869,53,"Broad, A. J., Sutherland, S. K., Coulter, A.R. (1979). The lethality in mice of dangerous Australian and other snake venoms. Toxicon (17). 664-667. 11.; Mirtschin, P.J., Dunstan, N., Hough, B., Hamilton, E., Klein, S., Lucas, J., Millar, D., Madaras, F. and Nias, T., 2006. Venom yields from Australian and some other species of snakes. Ecotoxicology, 15(6), pp.531-538.",terrestrial,"O'Shea, M. Venomous snakes of the world.  (New Holland Publishers, 2008). ",1,no,0.025,Oxyuranus_microlepidotus,0.02-0.029,95_confidence_interval,sc,mammal,Mus_musculus,"Broad, A. J., Sutherland, S. K., Coulter, A.R. (1979). The lethality in mice of dangerous Australian and other snake venoms. Toxicon (17). 664-667. 11.",0,0,0,0,0,0,100,no,"Shine, R. and Covacevich, J., 1983. Ecology of highly venomous snakes: the Australian genus Oxyuranus (Elapidae). Journal of Herpetology, pp.60-69.",88.61,221.76
Oxyuranus_scutellatus,Elapidae,336,"Boback, S. M. & Guyer, C. A test of reproductive power in snakes. Ecology 89, 1428-1435 (2008)",4666,128.0481117,138,"Garnet J.R. (1970) Venomous Australian Animals Dangerous to Man. Commonwealth Serum Laboratories, Parkville, Victoria.; Eds. J. Meier and J. White (1995) Handbook of Clinical Toxicology of Animal Venoms and Poisons. CRC Press, Boca Raton. ; Minton S.A. (1974) Venom Diseases. Ed. Thomas C.C., Springfield, Illinois. ",terrestrial,"O'Shea, M. Venomous snakes of the world.  (New Holland Publishers, 2008). ",1,no,0.16,Oxyuranus_scutellatus,,,iv,mammal,Mus_musculus,Handbook of Natural Toxins: Reptile Venoms and Toxins,0,0,0,0,0.947368421,0,0.947368421,no,"Shine, R. and Covacevich, J., 1983. Ecology of highly venomous snakes: the Australian genus Oxyuranus (Elapidae). Journal of Herpetology, pp.60-69.",346.34,1505.77
Oxyuranus_scutellatus,Elapidae,336,"Boback, S. M. & Guyer, C. A test of reproductive power in snakes. Ecology 89, 1428-1435 (2008)",4666,128.0481117,138,"Garnet J.R. (1970) Venomous Australian Animals Dangerous to Man. Commonwealth Serum Laboratories, Parkville, Victoria.; Eds. J. Meier and J. White (1995) Handbook of Clinical Toxicology of Animal Venoms and Poisons. CRC Press, Boca Raton. ; Minton S.A. (1974) Venom Diseases. Ed. Thomas C.C., Springfield, Illinois. ",terrestrial,"O'Shea, M. Venomous snakes of the world.  (New Holland Publishers, 2008). ",1,no,0.099,Oxyuranus_scutellatus,0.081-0.123,95_confidence_interval,sc,mammal,Mus_musculus,"Broad, A. J., Sutherland, S. K., Coulter, A.R. (1979). The lethality in mice of dangerous Australian and other snake venoms. Toxicon (17). 664-667. 11.",0,0,0,0,0.947368421,0,0.947368421,no,"Shine, R. and Covacevich, J., 1983. Ecology of highly venomous snakes: the Australian genus Oxyuranus (Elapidae). Journal of Herpetology, pp.60-69.",346.34,1505.77
Pelamis_platura,Elapidae,100,"Boback, S. M. & Guyer, C. A test of reproductive power in snakes. Ecology 89, 1428-1435 (2008)",252,419,1.5,"Minton S.A. (1983) Lethal toxicity of venoms of snakes from the Coral Sea. Toxicon, Vol. 21, No. 6, pp 901-902. ; Pickwell G.V., Vick J.A., Shipman W.H. and Grenan W.M. (1972) Production, toxicity and preliminary pharmacology of venom from the sea snake Pelamis platurus. In : Food-drugs from the Sea. Ed. Worthen L.R., Marine Technology Society, Washington DC, pp 247-265. ; Heatwole H. (1999) Sea Snakes. Australian Natural History Series. University of NSW Press Ltd., Sydney. ",aquatic,"Navy, U. Poisonous snakes of the world. US Govt New York: Dover Publications Inc, 203-206 (1991). ",3,no,0.26,Pelamis_platura,,,iv,mammal,Mus_musculus,"Mackessy, S.P. and Tu, A.T., 1993. Biology of the sea snakes and biochemistry of their venoms. Toxin-related Diseases: Poisons Originating from Plants, Animals and Spoilage. New Delhi: Oxford & IBH Publishing Co, pp.305-51.",100,0,0,0,0,0,0,no,"Glodek, G. S. and Voris, H. K., 1982. Marine snake diets: prey composition, diversity and overlap. Copeia. 1982(3): 661-66.",NA,NA
Pelamis_platura,Elapidae,100,"Boback, S. M. & Guyer, C. A test of reproductive power in snakes. Ecology 89, 1428-1435 (2008)",252,419,1.5,"Minton S.A. (1983) Lethal toxicity of venoms of snakes from the Coral Sea. Toxicon, Vol. 21, No. 6, pp 901-902. ; Pickwell G.V., Vick J.A., Shipman W.H. and Grenan W.M. (1972) Production, toxicity and preliminary pharmacology of venom from the sea snake Pelamis platurus. In : Food-drugs from the Sea. Ed. Worthen L.R., Marine Technology Society, Washington DC, pp 247-265. ; Heatwole H. (1999) Sea Snakes. Australian Natural History Series. University of NSW Press Ltd., Sydney. ",aquatic,"Navy, U. Poisonous snakes of the world. US Govt New York: Dover Publications Inc, 203-206 (1991). ",3,no,0.067,Pelamis_platura,0.055-0.082,95_confidence_interval,sc,mammal,Mus_musculus,Minton 1983. Lethal Toxicity of venoms of snakes from the coral sea Toxicon 21:901,100,0,0,0,0,0,0,no,"Glodek, G. S. and Voris, H. K., 1982. Marine snake diets: prey composition, diversity and overlap. Copeia. 1982(3): 661-66.",NA,NA
Pelamis_platura,Elapidae,100,"Boback, S. M. & Guyer, C. A test of reproductive power in snakes. Ecology 89, 1428-1435 (2008)",252,419,1.5,"Minton S.A. (1983) Lethal toxicity of venoms of snakes from the Coral Sea. Toxicon, Vol. 21, No. 6, pp 901-902. ; Pickwell G.V., Vick J.A., Shipman W.H. and Grenan W.M. (1972) Production, toxicity and preliminary pharmacology of venom from the sea snake Pelamis platurus. In : Food-drugs from the Sea. Ed. Worthen L.R., Marine Technology Society, Washington DC, pp 247-265. ; Heatwole H. (1999) Sea Snakes. Australian Natural History Series. University of NSW Press Ltd., Sydney. ",aquatic,"Navy, U. Poisonous snakes of the world. US Govt New York: Dover Publications Inc, 203-206 (1991). ",3,no,0.18,Pelamis_platura,,,iv,mammal,Mus_musculus,Handbook of Natural Toxins: Reptile Venoms and Toxins,100,0,0,0,0,0,0,no,"Glodek, G. S. and Voris, H. K., 1982. Marine snake diets: prey composition, diversity and overlap. Copeia. 1982(3): 661-66.",NA,NA
Pelamis_platura,Elapidae,100,"Boback, S. M. & Guyer, C. A test of reproductive power in snakes. Ecology 89, 1428-1435 (2008)",252,419,1.5,"Minton S.A. (1983) Lethal toxicity of venoms of snakes from the Coral Sea. Toxicon, Vol. 21, No. 6, pp 901-902. ; Pickwell G.V., Vick J.A., Shipman W.H. and Grenan W.M. (1972) Production, toxicity and preliminary pharmacology of venom from the sea snake Pelamis platurus. In : Food-drugs from the Sea. Ed. Worthen L.R., Marine Technology Society, Washington DC, pp 247-265. ; Heatwole H. (1999) Sea Snakes. Australian Natural History Series. University of NSW Press Ltd., Sydney. ",aquatic,"Navy, U. Poisonous snakes of the world. US Govt New York: Dover Publications Inc, 203-206 (1991). ",3,no,0.435,Pelamis_platura,,,iv,mammal,Mus_musculus,Handbook of Natural Toxins: Reptile Venoms and Toxins,100,0,0,0,0,0,0,no,"Glodek, G. S. and Voris, H. K., 1982. Marine snake diets: prey composition, diversity and overlap. Copeia. 1982(3): 661-66.",NA,NA
Pelamis_platura,Elapidae,100,"Boback, S. M. & Guyer, C. A test of reproductive power in snakes. Ecology 89, 1428-1435 (2008)",252,419,1.5,"Minton S.A. (1983) Lethal toxicity of venoms of snakes from the Coral Sea. Toxicon, Vol. 21, No. 6, pp 901-902. ; Pickwell G.V., Vick J.A., Shipman W.H. and Grenan W.M. (1972) Production, toxicity and preliminary pharmacology of venom from the sea snake Pelamis platurus. In : Food-drugs from the Sea. Ed. Worthen L.R., Marine Technology Society, Washington DC, pp 247-265. ; Heatwole H. (1999) Sea Snakes. Australian Natural History Series. University of NSW Press Ltd., Sydney. ",aquatic,"Navy, U. Poisonous snakes of the world. US Govt New York: Dover Publications Inc, 203-206 (1991). ",3,no,0.1,Pelamis_platura,,,iv,mammal,Mus_musculus,Handbook of Natural Toxins: Reptile Venoms and Toxins,100,0,0,0,0,0,0,no,"Glodek, G. S. and Voris, H. K., 1982. Marine snake diets: prey composition, diversity and overlap. Copeia. 1982(3): 661-66.",NA,NA
Pelamis_platura,Elapidae,100,"Boback, S. M. & Guyer, C. A test of reproductive power in snakes. Ecology 89, 1428-1435 (2008)",252,419,1.5,"Minton S.A. (1983) Lethal toxicity of venoms of snakes from the Coral Sea. Toxicon, Vol. 21, No. 6, pp 901-902. ; Pickwell G.V., Vick J.A., Shipman W.H. and Grenan W.M. (1972) Production, toxicity and preliminary pharmacology of venom from the sea snake Pelamis platurus. In : Food-drugs from the Sea. Ed. Worthen L.R., Marine Technology Society, Washington DC, pp 247-265. ; Heatwole H. (1999) Sea Snakes. Australian Natural History Series. University of NSW Press Ltd., Sydney. ",aquatic,"Navy, U. Poisonous snakes of the world. US Govt New York: Dover Publications Inc, 203-206 (1991). ",3,no,0.44,Pelamis_platura,,,iv,mammal,Mus_musculus,Handbook of Natural Toxins: Reptile Venoms and Toxins,100,0,0,0,0,0,0,no,"Glodek, G. S. and Voris, H. K., 1982. Marine snake diets: prey composition, diversity and overlap. Copeia. 1982(3): 661-66.",NA,NA
Protobothrops_flavoviridis,Viperidae,242,"Boback, S. M. & Guyer, C. A test of reproductive power in snakes. Ecology 89, 1428-1435 (2008)",6822,354.72875,212.5,"Minton S.A. (1974) Venom Diseases. Ed. Thomas C.C., Springfield, Illinois.; Sawai Y. (1975) Medical treatment of snakebites. 1. Japan and Korea. The Snake, Vol. 7(2), 49-67. ",terrestrial,"Navy, U. Poisonous snakes of the world. US Govt New York: Dover Publications Inc, 203-206 (1991). ",1,no,4.07,Protobothrops_flavoviridis,,,iv,mammal,Mus_musculus,"Brown JH. 1973. Toxicology and Pharmacology of Venoms from Poisonous Snakes. Springfield, Illinois: Charles C. Thomas. 184 pp. LCCCN 73-229. ISBN 0-398-02808-7",0,1,84,10,0,0,5,no,"Creer, S., Chou, W.H., Malhotra, A. and Thorpe, R.S., 2002. Offshore insular variation in the diet of the Taiwanese bamboo viper Trimeresurus stejnegeri (Schmidt). Zoological science, 19(8), pp.907-913.",6.57,12
